id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
1763,0.51,0.89,4,233,7,0,0,0,sales,medium
1764,0.52,0.79,4,234,3,0,0,0,support,low
1765,0.96,0.51,3,237,4,0,0,0,technical,high
1766,0.52,0.84,2,226,3,0,0,0,RandD,low
1767,0.91,0.66,3,208,4,0,0,0,sales,medium
1768,0.5,0.68,3,245,4,0,0,0,marketing,medium
1769,0.48,0.64,4,146,2,0,0,0,marketing,low
1770,0.78,0.87,4,228,5,0,1,0,support,low
1771,0.96,0.88,2,193,2,0,0,0,IT,low
1772,0.37,0.57,2,158,3,0,1,0,technical,low
1773,0.87,0.84,5,137,2,0,0,0,product_mng,low
1774,0.75,0.56,3,207,3,0,0,0,sales,low
1775,0.09,0.82,6,250,4,0,1,0,support,low
1776,0.62,0.5,4,156,2,0,0,0,support,medium
1777,0.33,0.39,3,98,3,1,0,0,RandD,low
1778,0.73,0.84,3,216,8,0,0,0,management,medium
1779,0.87,0.66,3,270,2,0,0,0,product_mng,low
1780,0.83,0.78,5,250,2,1,0,0,sales,low
1781,0.55,0.82,3,248,2,0,0,0,accounting,high
1782,0.44,0.54,2,133,3,0,1,0,technical,low
1783,0.76,0.47,3,223,2,0,0,0,support,medium
1784,0.44,0.55,2,137,3,0,1,0,RandD,low
1785,0.14,0.68,5,253,5,0,0,0,support,low
1786,0.52,0.55,3,225,2,0,0,0,technical,low
1787,0.2,0.7,4,221,5,0,0,0,hr,medium
1788,0.55,0.81,3,239,8,0,0,0,accounting,high
1789,0.83,0.81,4,209,4,0,0,0,IT,medium
1790,0.99,0.56,6,128,4,0,0,0,technical,medium
1791,0.42,0.86,2,108,5,0,0,0,technical,high
1792,0.73,0.97,5,235,5,0,1,0,hr,low
1793,0.53,0.87,5,158,3,0,0,0,sales,medium
1794,0.84,0.83,4,239,5,0,1,0,product_mng,low
1795,0.76,0.68,4,204,3,1,0,0,sales,low
1796,0.87,0.64,2,169,3,1,0,0,marketing,medium
1797,0.48,0.51,4,201,4,0,0,0,support,low
1798,0.9,0.94,4,231,3,0,0,0,technical,medium
1799,0.59,0.97,3,257,3,0,0,0,marketing,low
1800,0.69,0.98,3,269,3,1,0,0,sales,medium
1801,0.34,0.72,3,118,4,0,0,0,IT,low
1802,0.36,0.97,5,151,3,0,0,0,support,low
1803,0.55,0.67,3,150,2,0,0,1,sales,low
1804,0.44,0.66,6,134,8,0,0,0,RandD,high
1805,0.76,0.98,4,237,5,0,1,0,sales,low
1806,0.62,0.58,3,202,2,0,0,0,support,medium
1807,0.73,0.93,3,249,2,0,0,0,IT,medium
1808,0.83,0.67,4,139,3,0,0,0,technical,medium
1809,0.22,0.52,5,147,5,1,0,0,RandD,low
1810,0.19,0.58,5,182,2,0,0,0,technical,medium
1811,0.65,0.85,4,201,10,0,0,0,support,low
1812,0.75,0.64,4,247,3,1,0,0,sales,medium
1813,0.73,0.67,2,139,8,0,0,0,sales,medium
1814,0.78,0.76,5,168,4,1,0,0,sales,low
1815,0.31,0.37,2,104,3,1,0,0,support,medium
1816,0.76,0.78,3,189,2,0,0,0,sales,low
1817,0.44,0.5,2,128,3,0,1,0,support,low
1818,0.57,0.7,3,273,6,0,1,0,support,low
1819,0.53,0.74,3,172,10,0,0,1,management,high
1820,0.57,0.56,3,191,3,0,0,0,sales,medium
1821,0.1,0.87,6,286,4,0,1,0,IT,medium
1822,0.99,0.97,5,229,2,0,0,0,technical,medium
1823,0.71,0.7,4,213,3,0,0,0,sales,low
1824,0.23,0.67,4,163,5,0,0,1,support,low
1825,0.16,0.97,6,282,4,0,0,0,product_mng,low
1826,0.73,0.74,3,221,3,0,0,0,RandD,high
1827,0.87,0.77,3,190,3,0,0,0,management,low
1828,0.49,0.61,5,133,3,0,0,0,technical,low
1829,0.58,0.74,4,180,3,0,0,0,product_mng,high
1830,0.73,0.48,4,139,5,0,0,0,sales,medium
1831,0.87,0.76,5,254,2,1,0,0,hr,low
1832,0.75,0.78,4,158,5,1,0,0,RandD,medium
1833,0.55,0.98,3,169,2,0,0,0,support,medium
1834,0.88,0.88,4,222,3,1,0,1,sales,medium
1835,0.71,0.61,2,216,2,0,0,0,product_mng,medium
1836,1.0,0.55,4,186,4,1,0,0,technical,medium
1837,0.1,0.87,6,250,4,0,1,0,sales,low
1838,0.35,0.8,3,137,5,0,0,0,hr,low
1839,0.24,0.82,5,179,6,0,0,0,technical,medium
1840,0.6,0.55,3,177,3,1,0,0,accounting,low
1841,0.82,0.53,3,147,3,1,0,0,technical,low
1842,0.97,0.53,4,195,4,0,0,0,technical,low
1843,0.26,0.37,2,232,3,1,0,0,hr,low
1844,0.83,0.52,3,167,2,1,0,0,IT,low
1845,0.79,0.48,4,184,5,1,0,0,IT,low
1846,0.81,0.9,4,226,5,0,1,0,product_mng,medium
1847,0.86,0.69,5,157,4,0,0,0,support,low
1848,0.55,0.69,3,225,2,0,0,0,sales,medium
1849,0.91,0.82,4,260,4,0,0,0,support,low
1850,0.9,0.97,3,141,3,0,0,0,sales,low
1851,0.64,0.85,4,265,2,0,0,0,accounting,low
1852,0.61,0.67,3,188,5,0,0,0,IT,low
1853,0.69,0.68,5,167,3,0,0,0,technical,low
1854,0.11,0.87,6,291,4,0,1,0,product_mng,low
1855,0.44,0.51,2,127,3,0,1,0,technical,medium
1856,0.76,0.89,5,238,5,0,1,0,technical,high
1857,0.96,0.68,3,132,2,0,0,0,sales,medium
1858,0.94,0.91,3,250,3,1,0,0,management,low
1859,0.96,0.59,2,265,2,0,0,0,RandD,low
1860,0.85,0.72,3,245,10,0,0,0,accounting,medium
1861,0.76,0.83,6,293,6,0,1,0,support,low
1862,0.78,0.96,2,174,3,0,0,0,sales,low
1863,0.8,0.74,3,159,2,0,0,0,hr,medium
1864,0.82,0.93,4,185,2,0,0,0,RandD,medium
1865,0.65,0.99,5,240,5,0,0,0,RandD,medium
1866,0.7,0.9,3,225,2,0,0,0,sales,low
1867,0.57,0.96,4,257,3,0,0,0,sales,medium
1868,0.78,0.72,4,219,3,0,0,0,hr,medium
1869,0.6,0.52,4,207,2,1,0,0,RandD,medium
1870,0.93,0.86,4,192,4,0,0,0,IT,high
1871,0.69,0.99,3,198,2,0,0,0,technical,medium
1872,0.38,0.49,2,137,3,0,1,0,technical,medium
1873,0.14,0.49,4,115,4,0,0,0,support,medium
1874,0.59,0.84,4,245,3,0,0,0,technical,medium
1875,0.52,0.91,4,187,2,0,0,0,sales,medium
1876,0.5,0.63,3,160,2,0,0,0,sales,medium
1877,0.11,0.87,5,303,4,0,1,0,IT,low
1878,0.36,0.48,2,145,3,0,1,0,hr,low
1879,0.74,0.71,3,206,3,0,0,0,management,high
1880,0.59,0.64,5,123,2,0,0,0,product_mng,low
1881,0.48,0.92,3,234,3,0,0,0,accounting,medium
1882,0.93,0.64,4,253,3,0,0,0,RandD,low
1883,0.83,0.71,3,254,2,0,0,0,technical,low
1884,0.86,0.51,3,230,3,0,0,0,support,medium
1885,0.5,0.53,3,191,2,1,0,0,hr,low
1886,0.1,0.95,7,301,4,0,1,0,marketing,low
1887,0.92,0.55,3,172,2,0,0,0,technical,high
1888,0.72,0.62,3,243,2,1,0,0,hr,low
1889,0.88,0.81,5,193,5,0,0,0,technical,medium
1890,0.8,0.54,4,258,3,0,0,0,support,low
1891,0.73,0.49,3,168,2,1,0,0,sales,low
1892,0.95,0.87,3,201,3,0,0,0,support,low
1893,0.69,0.94,4,235,3,0,0,0,management,medium
1894,1.0,0.59,3,168,3,0,0,1,support,low
1895,0.66,0.75,4,203,3,1,0,0,IT,low
1896,0.84,0.75,4,135,3,0,0,1,RandD,medium
1897,0.15,0.48,6,204,6,1,0,0,sales,low
1898,0.52,0.97,4,170,3,0,0,0,support,medium
1899,0.62,0.49,4,218,4,0,0,0,sales,medium
1900,0.57,0.91,3,193,2,0,0,0,sales,low
1901,0.91,0.56,4,270,2,0,0,0,marketing,medium
1902,0.78,0.8,3,135,7,0,0,0,sales,medium
1903,0.88,0.55,3,263,3,0,0,0,marketing,low
1904,0.54,0.58,3,169,2,1,0,0,technical,high
1905,0.87,0.74,4,207,3,0,0,0,IT,low
1906,0.21,0.7,3,104,2,0,0,0,technical,low
1907,0.67,0.86,3,175,3,0,0,0,IT,low
1908,0.84,0.9,3,230,3,0,0,0,IT,medium
1909,0.88,0.51,3,208,3,0,0,0,hr,medium
1910,0.95,0.52,3,144,3,0,0,0,sales,medium
1911,0.18,0.54,6,209,5,1,0,0,sales,low
1912,0.48,0.64,4,227,3,0,0,0,sales,low
1913,0.11,0.93,5,140,5,0,1,0,hr,medium
1914,0.99,0.97,4,211,2,0,0,1,marketing,low
1915,0.96,1.0,3,231,6,0,0,0,sales,medium
1916,0.77,0.92,5,255,5,0,1,0,marketing,low
1917,0.7,0.9,4,216,3,0,0,0,support,low
1918,0.77,0.71,5,250,3,1,0,0,sales,medium
1919,0.79,0.57,4,152,3,0,0,0,technical,low
1920,0.4,0.57,2,151,3,0,1,0,support,low
1921,0.64,0.99,3,214,2,0,0,0,sales,medium
1922,0.99,0.86,3,167,2,0,0,0,sales,low
1923,0.49,0.74,2,154,3,0,0,0,support,medium
1924,0.72,0.88,3,224,3,0,0,0,technical,low
1925,0.63,0.48,4,179,3,0,0,0,marketing,low
1926,0.1,0.81,6,271,4,0,1,0,technical,low
1927,0.41,0.57,2,136,3,0,1,0,support,low
1928,0.1,0.79,6,291,4,0,1,0,sales,low
1929,0.12,1.0,3,278,4,0,1,0,RandD,medium
1930,0.49,0.71,3,255,2,1,0,0,accounting,low
1931,0.63,0.61,5,186,10,0,0,0,technical,low
1932,0.58,0.79,4,196,3,1,0,0,hr,low
1933,0.93,0.7,3,159,2,0,0,0,sales,medium
1934,0.54,0.68,3,158,3,0,0,0,sales,low
1935,0.48,0.51,5,286,3,0,0,0,management,low
1936,0.64,0.69,4,232,3,0,0,0,technical,high
1937,0.42,0.48,2,146,3,0,1,0,hr,high
1938,0.14,0.71,2,155,3,0,0,0,sales,low
1939,0.84,0.88,4,263,5,1,1,0,marketing,low
1940,0.38,0.53,2,146,3,0,1,0,support,low
1941,0.81,0.77,3,221,2,0,0,0,technical,low
1942,0.68,0.91,4,162,3,1,0,0,technical,medium
1943,0.76,0.82,4,172,3,1,0,0,sales,medium
1944,0.6,0.69,6,250,5,1,0,0,management,low
1945,0.89,0.86,5,275,5,0,1,0,sales,low
1946,0.43,0.51,2,130,3,0,1,0,IT,low
1947,0.77,0.66,6,181,4,0,0,0,product_mng,high
1948,0.58,0.91,3,195,10,0,0,0,support,low
1949,0.5,0.83,2,220,2,1,0,0,sales,medium
1950,0.41,0.47,2,135,3,0,1,0,support,low
1951,0.87,0.94,4,274,5,0,1,0,IT,low
1952,0.94,0.74,5,171,3,0,0,0,IT,low
1953,0.83,0.86,3,273,3,0,0,0,technical,medium
1954,0.53,0.91,4,167,4,0,0,0,management,high
1955,0.61,0.87,3,185,2,1,0,0,support,low
1956,0.68,0.48,5,113,2,0,0,0,marketing,low
1957,0.81,0.87,4,254,5,0,1,0,marketing,low
1958,0.85,0.99,3,201,3,0,0,0,RandD,medium
1959,0.11,0.85,6,308,5,0,1,0,sales,medium
1960,0.53,0.9,3,210,3,0,0,0,sales,medium
1961,0.74,0.93,5,244,5,0,1,0,technical,low
1962,0.87,0.89,4,225,8,0,0,0,marketing,low
1963,0.92,0.55,4,220,2,0,0,0,sales,medium
1964,0.8,0.83,2,211,3,0,1,0,support,low
1965,0.81,0.77,5,167,4,0,0,0,product_mng,low
1966,0.49,0.52,5,188,4,0,0,0,product_mng,medium
1967,0.52,0.73,4,245,4,0,0,0,technical,medium
1968,0.94,0.61,3,140,2,0,0,0,support,medium
1969,0.94,0.69,3,269,3,0,0,0,sales,low
1970,0.11,0.78,6,260,4,0,1,0,hr,medium
1971,0.96,0.72,4,228,2,0,0,0,accounting,high
1972,0.86,0.98,3,158,5,0,1,0,sales,low
1973,0.61,0.68,3,193,2,0,0,0,marketing,medium
1974,0.39,0.55,2,159,3,0,1,0,technical,high
1975,0.77,0.9,4,104,5,0,0,0,product_mng,low
1976,0.66,0.64,5,208,4,0,0,0,RandD,medium
1977,0.11,0.91,6,308,4,1,1,0,IT,low
1978,0.84,0.99,4,134,3,0,0,0,product_mng,medium
1979,0.67,0.92,4,156,2,0,0,0,support,medium
1980,0.91,0.56,4,251,4,0,0,0,product_mng,medium
1981,0.44,0.53,2,159,3,0,1,0,sales,low
1982,0.15,0.74,6,178,3,0,0,0,sales,low
1983,0.67,0.73,4,251,3,0,0,0,support,high
1984,0.15,0.9,5,284,4,0,0,0,support,low
1985,0.55,0.54,3,253,2,0,0,0,support,low
1986,0.78,1.0,4,253,5,0,1,0,marketing,low
1987,0.71,0.53,5,162,2,0,0,0,sales,low
1988,0.7,0.84,3,260,4,1,0,0,support,medium
1989,0.91,0.9,3,243,3,0,0,0,support,medium
1990,0.6,0.91,5,211,3,0,0,0,sales,low
1991,0.36,0.51,2,157,3,0,1,0,hr,medium
1992,0.86,0.53,3,163,3,0,0,0,support,medium
1993,0.78,0.77,3,244,2,0,0,0,technical,medium
1994,0.42,0.46,2,131,3,0,1,0,support,medium
1995,0.78,0.61,3,257,3,0,0,0,support,medium
1996,0.49,0.78,4,254,10,0,0,0,management,high
1997,0.78,0.82,4,143,3,0,0,0,support,medium
1998,0.76,0.74,4,261,3,0,0,0,technical,medium
1999,0.82,0.93,3,160,3,0,0,0,hr,low
2000,1.0,0.72,5,194,7,1,0,0,sales,medium
2001,0.58,0.98,3,146,3,0,0,0,technical,medium
2002,0.28,0.9,4,275,6,0,0,0,marketing,low
2003,1.0,0.85,4,156,3,0,0,0,sales,low
2004,0.85,0.73,4,260,4,0,0,0,sales,low
2005,0.96,0.88,3,168,2,0,0,0,sales,low
2006,0.54,0.64,3,250,3,0,0,0,sales,medium
2007,0.42,0.57,2,154,3,1,1,0,marketing,medium
2008,0.41,0.54,2,152,3,0,1,0,technical,low
2009,0.86,0.84,5,254,5,0,1,0,product_mng,medium
2010,0.49,0.5,4,187,5,1,0,0,support,medium
2011,0.6,0.87,3,196,3,1,0,0,technical,high
2012,0.67,0.5,4,173,2,1,0,0,support,high
2013,0.59,0.75,2,156,3,0,0,0,technical,medium
2014,0.32,0.73,6,194,5,0,0,0,product_mng,low
2015,0.91,1.0,4,257,5,0,1,0,accounting,medium
2016,0.78,0.98,5,239,6,0,1,0,marketing,low
2017,0.67,0.85,4,266,3,0,0,0,hr,medium
2018,0.89,0.92,3,195,2,0,0,0,marketing,medium
2019,0.69,0.86,5,195,6,0,0,0,management,high
2020,0.65,0.76,2,170,5,0,0,0,IT,low
2021,0.19,0.61,4,127,8,0,0,0,sales,low
2022,0.23,0.51,6,194,4,1,0,0,RandD,medium
2023,0.2,0.57,4,269,5,1,0,0,IT,low
2024,0.96,0.85,5,168,2,0,0,0,support,low
2025,0.76,1.0,5,219,5,0,1,0,support,low
2026,0.18,0.54,4,165,3,0,0,0,technical,medium
2027,0.38,0.5,3,196,3,0,0,0,sales,medium
2028,0.76,0.73,4,148,2,1,0,0,hr,low
2029,0.89,0.85,3,166,3,0,0,0,support,medium
2030,0.1,0.97,6,280,4,0,1,0,sales,low
2031,0.69,0.56,3,240,2,0,0,0,support,medium
2032,0.39,0.57,2,127,3,0,1,0,sales,low
2033,0.78,0.52,5,192,3,1,0,0,technical,low
2034,0.82,0.87,5,145,6,0,0,0,hr,medium
2035,0.79,0.99,3,194,4,0,0,0,sales,low
2036,0.48,0.7,3,213,10,0,0,0,sales,medium
2037,0.74,1.0,4,199,4,0,0,0,management,high
2038,0.21,0.85,6,285,7,0,0,0,sales,medium
2039,0.37,0.47,2,141,3,0,1,0,technical,medium
2040,0.28,0.83,4,162,3,0,0,0,sales,low
2041,0.76,0.5,3,258,3,0,0,0,IT,low
2042,0.75,0.76,3,171,4,0,0,0,sales,low
2043,0.75,0.75,5,133,2,0,0,0,sales,low
2044,0.35,0.52,3,167,2,0,0,0,hr,low
2045,0.15,0.56,4,214,5,0,0,0,sales,high
2046,0.18,0.75,3,250,3,0,0,0,technical,medium
2047,0.74,0.94,4,255,4,0,0,0,marketing,medium
2048,0.95,0.81,4,258,7,0,0,1,sales,medium
2049,0.6,0.57,3,203,2,0,0,0,sales,low
2050,0.95,0.7,6,243,3,0,0,0,sales,medium
2051,0.46,0.57,2,139,3,0,1,0,sales,low
2052,0.18,0.51,5,159,6,0,0,0,IT,medium
2053,0.81,0.97,3,133,3,0,0,0,technical,medium
2054,0.88,0.81,4,179,3,0,0,0,management,high
2055,0.7,0.84,3,260,4,1,0,0,support,medium
2056,0.84,0.85,3,153,4,0,0,0,accounting,low
2057,0.84,0.81,4,198,2,0,0,0,hr,medium
2058,0.96,0.72,3,272,3,0,0,0,product_mng,low
2059,0.75,0.93,3,247,2,0,0,0,technical,high
2060,0.81,0.8,5,132,2,1,0,0,management,high
2061,0.91,0.87,3,199,3,0,0,0,sales,medium
2062,0.74,0.98,3,166,3,1,0,1,management,high
2063,0.7,1.0,4,261,3,0,0,0,technical,low
2064,0.61,0.63,3,250,4,0,0,0,IT,low
2065,0.97,0.99,3,196,3,0,0,0,product_mng,low
2066,0.73,0.97,3,174,3,0,0,0,sales,low
2067,0.66,0.57,4,161,7,0,0,1,management,medium
2068,0.51,0.96,3,192,3,0,0,0,sales,medium
2069,0.78,0.5,4,155,4,0,0,0,technical,low
2070,0.73,0.94,4,213,3,1,0,0,marketing,medium
2071,0.79,0.73,5,155,3,0,0,0,IT,medium
2072,0.6,0.6,4,147,3,0,0,0,support,low
2073,0.99,0.79,4,172,2,0,0,0,sales,medium
2074,0.59,0.62,3,203,4,0,0,0,support,medium
2075,0.74,0.93,3,204,4,0,0,0,marketing,low
2076,0.82,0.97,3,160,2,0,0,0,hr,medium
2077,0.89,0.66,4,176,3,0,0,0,sales,high
2078,0.77,0.72,4,223,3,0,0,0,sales,medium
2079,0.1,0.79,6,291,4,0,1,0,sales,low
2080,0.74,0.88,5,183,3,1,0,0,accounting,medium
2081,0.45,0.5,2,147,3,0,1,0,sales,low
2082,0.71,0.9,3,138,3,0,0,0,marketing,medium
2083,0.66,0.62,4,241,3,0,0,0,sales,medium
2084,0.87,0.6,5,165,2,1,0,0,marketing,high
2085,0.44,0.61,3,147,4,0,0,0,RandD,low
2086,0.61,0.83,4,153,2,0,0,0,technical,low
2087,0.78,0.89,5,274,6,0,1,0,support,medium
2088,0.37,0.51,2,153,3,0,1,0,product_mng,low
2089,0.97,0.75,5,228,4,0,0,0,sales,low
2090,0.32,0.69,6,192,3,0,0,0,sales,high
2091,0.56,0.48,3,134,3,0,0,0,product_mng,low
2092,0.63,0.93,3,236,4,0,0,0,sales,high
2093,0.79,0.96,4,234,5,0,1,0,marketing,low
2094,0.1,0.83,6,292,4,0,1,0,support,low
2095,0.5,0.51,5,134,3,0,0,0,product_mng,low
2096,0.91,0.99,3,188,3,1,0,0,support,medium
2097,0.4,0.56,2,149,3,0,1,0,accounting,low
2098,0.84,0.73,4,197,3,0,0,1,technical,low
2099,0.8,0.63,4,211,2,0,0,0,product_mng,medium
2100,0.57,0.96,5,203,4,0,0,0,sales,low
2101,0.48,0.57,4,270,4,0,1,0,technical,low
2102,0.67,0.55,3,175,2,0,0,0,IT,medium
2103,0.09,0.88,6,269,4,0,1,0,technical,medium
2104,0.9,0.73,2,203,4,0,0,0,support,medium
2105,0.38,0.46,2,137,3,0,1,0,technical,low
2106,0.58,0.65,3,139,4,0,0,0,management,high
2107,0.98,0.51,4,223,2,0,0,0,sales,low
2108,0.73,0.62,3,181,3,0,0,0,sales,low
2109,0.76,1.0,5,219,5,0,1,0,support,low
2110,0.67,0.63,3,227,3,0,0,0,technical,medium
2111,0.49,0.96,2,206,2,0,0,0,marketing,low
2112,0.49,0.58,5,186,2,0,0,0,IT,high
2113,0.73,0.68,5,133,2,0,0,0,sales,low
2114,0.43,0.51,2,136,3,0,1,0,hr,medium
2115,0.84,0.55,5,264,3,0,0,0,technical,medium
2116,0.52,0.49,5,170,3,0,0,0,technical,low
2117,0.4,0.54,2,139,3,0,1,0,marketing,low
2118,0.84,0.71,4,273,3,0,0,0,technical,low
2119,0.58,0.97,3,186,3,0,0,1,marketing,medium
2120,0.88,1.0,5,219,5,0,1,0,technical,low
2121,0.7,0.52,3,227,2,0,0,0,technical,medium
2122,0.4,0.51,2,148,3,0,1,0,sales,low
2123,0.6,0.79,4,262,3,0,0,0,sales,low
2124,0.8,0.85,4,273,5,0,1,0,management,low
2125,0.4,0.48,2,137,3,0,1,0,sales,medium
2126,0.54,0.76,3,183,3,0,0,0,sales,low
2127,0.78,0.62,4,150,3,0,0,1,management,high
2128,0.21,0.39,2,118,4,0,0,0,sales,medium
2129,0.61,0.48,4,257,2,0,0,0,support,high
2130,0.64,0.78,5,148,4,0,0,0,sales,high
2131,0.13,0.72,4,247,3,0,0,0,sales,medium
2132,0.77,0.87,4,150,4,0,1,0,product_mng,low
2133,0.92,0.65,3,176,3,0,0,0,IT,low
2134,0.67,0.64,4,149,4,0,0,0,technical,low
2135,0.48,0.86,5,198,4,0,0,0,technical,low
2136,0.49,0.83,2,185,6,0,0,0,support,medium
2137,0.99,0.6,4,209,8,1,0,0,IT,medium
2138,0.85,0.53,3,226,2,0,0,0,accounting,low
2139,0.79,0.67,5,222,4,0,0,0,technical,low
2140,0.59,0.88,3,159,2,0,0,0,technical,medium
2141,0.58,0.5,4,225,3,0,0,0,support,high
2142,0.77,0.74,2,187,6,0,0,0,RandD,medium
2143,0.39,0.46,2,159,3,0,1,0,sales,medium
2144,0.96,0.93,6,240,6,0,0,0,IT,low
2145,0.66,0.86,5,185,3,0,0,0,IT,low
2146,0.17,0.45,2,119,3,0,0,0,sales,medium
2147,0.69,0.48,5,232,4,0,0,0,sales,medium
2148,0.62,0.97,4,266,3,0,0,0,management,low
2149,0.71,0.76,3,175,2,0,0,0,sales,medium
2150,0.63,0.64,5,189,4,0,0,0,sales,high
2151,0.6,0.57,2,184,3,0,0,0,sales,medium
2152,0.1,0.83,6,278,4,0,1,0,marketing,medium
2153,0.96,0.52,4,228,3,0,0,0,sales,low
2154,0.63,0.79,2,206,5,0,0,0,product_mng,low
2155,0.91,0.95,3,189,2,0,0,0,sales,low
2156,0.11,0.81,6,260,4,0,1,0,sales,medium
2157,0.83,0.85,4,255,5,0,1,0,management,low
2158,0.92,0.55,4,183,3,0,0,0,technical,low
2159,0.99,0.93,4,236,3,0,0,0,product_mng,low
2160,0.93,0.5,5,272,3,0,0,0,sales,low
2161,0.81,0.84,5,258,5,0,1,0,support,medium
2162,0.63,0.85,4,182,3,1,0,0,sales,high
2163,0.64,0.74,4,157,4,0,0,0,accounting,low
2164,0.53,0.64,2,109,3,0,0,0,hr,medium
2165,0.96,1.0,5,152,4,0,0,0,support,low
2166,0.75,0.9,5,256,5,0,1,0,support,low
2167,0.84,0.37,5,186,2,0,0,0,technical,medium
2168,0.74,0.75,2,137,3,1,0,0,sales,low
2169,0.65,0.8,4,164,4,0,0,0,sales,low
2170,0.8,0.63,5,180,5,0,1,0,support,medium
2171,0.55,0.78,4,261,3,0,0,0,management,high
2172,0.63,0.5,4,235,3,0,0,0,RandD,medium
2173,0.95,0.58,3,193,2,0,0,0,accounting,medium
2174,0.53,0.99,3,223,10,0,0,0,marketing,low
2175,0.69,0.87,3,202,2,0,0,0,sales,medium
2176,0.65,0.67,3,240,2,1,0,0,technical,low
2177,0.8,0.55,4,178,2,1,0,0,support,low
2178,0.91,0.92,4,246,5,0,1,0,sales,low
2179,0.91,0.6,4,133,4,1,0,0,sales,medium
2180,0.63,0.5,4,167,3,1,0,0,technical,medium
2181,0.09,0.86,6,297,4,0,1,0,hr,low
2182,0.11,0.97,6,289,5,0,1,0,support,medium
2183,0.4,0.52,2,155,3,0,1,0,marketing,low
2184,0.72,0.8,3,222,3,0,0,0,IT,medium
2185,0.6,0.77,4,157,4,0,0,0,product_mng,low
2186,0.84,0.54,4,156,4,0,0,0,sales,high
2187,0.89,0.99,2,258,3,0,0,0,sales,medium
2188,0.18,0.8,2,110,5,0,0,0,support,low
2189,0.53,0.83,3,267,4,0,0,0,technical,medium
2190,0.28,0.45,6,218,4,0,1,0,accounting,low
2191,0.41,0.47,2,138,3,0,1,0,sales,low
2192,0.42,0.48,2,155,3,0,1,0,hr,medium
2193,0.55,0.8,3,254,2,0,0,0,IT,medium
2194,0.49,0.98,3,267,3,1,0,0,sales,medium
2195,0.84,0.65,4,264,2,0,0,0,hr,medium
2196,0.38,0.46,2,145,3,0,1,0,hr,medium
2197,0.57,0.6,3,218,3,0,0,0,sales,low
2198,0.29,0.43,6,175,3,0,0,0,sales,low
2199,0.57,0.65,5,144,3,1,0,0,support,low
2200,0.66,0.53,3,164,6,0,0,0,support,low
2201,0.84,0.84,6,261,5,0,0,0,product_mng,low
2202,0.7,0.88,4,180,2,0,0,0,support,medium
2203,0.76,1.0,5,219,5,0,1,0,support,low
2204,0.27,0.48,3,97,6,0,0,0,IT,medium
2205,0.61,0.82,4,184,8,0,0,0,IT,low
2206,0.74,0.6,3,232,3,0,0,0,IT,low
2207,0.92,0.56,5,197,2,1,0,0,product_mng,medium
2208,0.15,0.39,5,229,4,0,0,0,sales,low
2209,0.32,0.52,4,191,2,0,0,0,marketing,medium
2210,0.62,0.94,3,151,4,0,0,0,support,medium
2211,0.43,0.55,2,129,3,0,1,0,sales,low
2212,0.38,0.55,2,147,3,0,1,0,sales,low
2213,0.82,0.99,4,263,6,0,1,0,technical,medium
2214,0.77,0.65,4,268,3,0,0,0,sales,low
2215,0.75,0.99,5,254,5,0,1,0,sales,low
2216,0.41,0.52,2,127,3,1,1,0,support,low
2217,0.54,0.61,4,118,5,0,0,0,support,low
2218,0.74,0.54,3,175,3,1,0,0,IT,high
2219,0.54,0.75,3,240,3,0,0,0,support,medium
2220,0.77,0.71,5,233,2,0,0,0,technical,low
2221,0.84,0.97,5,251,5,0,1,0,support,medium
2222,0.8,0.87,4,217,3,0,0,0,IT,medium
2223,0.68,0.75,4,258,3,0,0,0,management,high
2224,0.6,0.95,4,164,4,0,0,0,sales,medium
2225,0.51,0.51,5,222,4,0,0,0,hr,low
2226,0.77,0.82,4,134,3,0,0,1,sales,low
2227,0.68,0.69,4,225,2,0,0,0,technical,low
2228,0.74,0.97,5,238,5,0,1,0,IT,low
2229,0.58,0.75,4,253,2,0,0,0,sales,low
2230,0.95,0.54,4,180,5,0,0,0,sales,high
2231,0.89,0.49,5,165,6,0,0,0,sales,low
2232,0.58,0.89,3,256,2,0,0,0,support,medium
2233,0.69,0.56,4,149,3,0,0,0,IT,medium
2234,0.6,0.97,5,145,2,0,0,0,technical,medium
2235,0.96,0.84,4,272,4,1,0,0,sales,medium
2236,0.5,0.54,3,134,3,0,0,0,sales,medium
2237,0.77,0.73,3,224,2,1,0,0,sales,low
2238,0.52,0.54,5,247,4,0,0,0,technical,high
2239,0.74,0.91,4,232,5,0,1,0,technical,medium
2240,0.43,0.66,4,135,2,0,0,0,IT,high
2241,0.64,0.55,4,215,2,0,0,0,sales,low
2242,0.54,0.48,3,152,2,0,0,0,sales,low
2243,0.89,0.52,4,243,5,0,0,0,product_mng,medium
2244,0.93,0.74,5,248,8,1,0,0,support,low
2245,0.77,0.68,5,162,4,1,0,0,technical,medium
2246,0.6,0.7,4,145,6,0,0,0,IT,low
2247,0.44,0.58,4,152,3,0,0,0,technical,low
2248,0.5,0.6,4,199,2,0,0,0,technical,low
2249,0.9,0.57,4,185,3,1,0,0,technical,medium
2250,0.47,0.47,4,191,3,0,0,0,technical,medium
2251,0.78,0.66,4,214,2,0,0,0,technical,low
